epoch,train_loss,dev_loss,test_loss
56,0.06594510879694368,0.2515982538461685,0.2111169956624508
57,0.06466334456937356,0.2534707056151496,0.21073390170931816
58,0.06366259438034734,0.2543786449564828,0.21046245656907558
59,0.06389406146971803,0.2530265831285053,0.2115761898458004
60,0.06334142288879344,0.2529198063744439,0.21139930188655853
61,0.06278797422061885,0.25357165932655334,0.21119394525885582
62,0.061735418804904865,0.25378676917817855,0.212575051933527
63,0.06104332211901223,0.2545960495869319,0.21203192882239819
64,0.06121598706956495,0.25607431266042924,0.2122345007956028
65,0.06024167948124702,0.25504010087913936,0.21231900341808796
66,0.06028255650348832,0.2556145207749473,0.2132770922034979
67,0.061041428658523085,0.25504803823100197,0.21320387348532677
68,0.06065317112625691,0.25614630182584125,0.21326352655887604
69,0.05999254043165007,0.2553204662270016,0.2136274389922619
70,0.05983922545585717,0.25570309493276805,0.21372587978839874
71,0.059236453029147366,0.2557123584879769,0.21367564983665943
72,0.059309840267687514,0.25579093231095207,0.21361427381634712
73,0.05949457440721362,0.25576523111926186,0.2136827204376459
74,0.05977948023038996,0.25557207895649803,0.2137800958007574
75,0.05887537573774656,0.25542839533752865,0.2140840794891119
76,0.05896566592549024,0.25599197877777946,0.21398411504924297
77,0.058986306778694465,0.25596383213996887,0.21398583985865116
78,0.05915619475407558,0.25593357284863794,0.21399434842169285
79,0.05894777191835538,0.2558046513133579,0.21407078951597214
80,0.05907221560023333,0.2558410300148858,0.21406272053718567
81,0.05938941390629401,0.2558529774347941,0.21410252340137959
82,0.05943430123621957,0.256014539135827,0.21410608477890491
83,0.0585521362525852,0.255874902009964,0.2141481153666973
84,0.05878847837448121,0.25609184636010063,0.21416070125997066
85,0.05870588705466505,0.2560087723864449,0.21422612108290195
86,0.0590327738277745,0.2559920301040014,0.21428734995424747
87,0.059273242885083455,0.25606314175658756,0.2142973095178604
88,0.05847631329507159,0.256042233771748,0.21422218903899193
89,0.058510735042785346,0.2561229450835122,0.2142060361802578
90,0.05908407718596752,0.25613609949747723,0.21426034159958363
91,0.058606480493357274,0.2561131517092387,0.21424615196883678
92,0.05877863870639549,0.2560976843039195,0.214290926232934
93,0.058344794469967216,0.25613921384016675,0.21431203372776508
94,0.05834141478203891,0.25614185631275177,0.21431969478726387
95,0.05842569097876548,0.25616811050309074,0.2143168654292822
96,0.058917778037619176,0.2561611814631356,0.21433835662901402
97,0.05827167091008862,0.25614364114072585,0.2143284771591425
98,0.05865948032914547,0.2561539345317417,0.21434246562421322
99,0.05870169093995765,0.2561779287126329,0.2143472507596016
100,0.059036200473967335,0.256178210179011,0.2143522258847952
